Source Airport Code,Source Airport Name,Source Airport City,Source Airport Country,Source Airport Latitude,Source Airport Longitude,Destination Airport Code,Destination Airport Name,Destination Airport City,Destination Airport Country,Destination Airport Latitude,Destination Airport Longitude
MFM,Macau International Airport,Macau,Macau,22.149599,113.592003,SHE,Taoxian Airport,Shenyang,China,41.63980103,123.4830017
PMI,Palma De Mallorca Airport,Palma de Mallorca,Spain,39.55170059,2.738810062,BOH,Bournemouth Airport,Bournemouth,United Kingdom,50.77999878,-1.842499971
IDR,Devi Ahilyabai Holkar Airport,Indore,India,22.72179985,75.80110168,BLR,Kempegowda International Airport,Bangalore,India,13.1979,77.706299
FCO,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,41.8002778,12.2388889,DME,Domodedovo International Airport,Moscow,Russia,55.40879822,37.90629959
DXB,Dubai International Airport,Dubai,United Arab Emirates,25.25279999,55.36439896,ZBR,Konarak Airport,Chah Bahar,Iran,25.44330025,60.38209915
SIN,Singapore Changi Airport,Singapore,Singapore,1.35019,103.994003,MFM,Macau International Airport,Macau,Macau,22.149599,113.592003
CKG,Chongqing Jiangbei International Airport,Chongqing,China,29.71920013,106.6419983,SHA,Shanghai Hongqiao International Airport,Shanghai,China,31.19790077,121.3359985
DEL,Indira Gandhi International Airport,Delhi,India,28.5665,77.103104,SIN,Singapore Changi Airport,Singapore,Singapore,1.35019,103.994003
KBP,Boryspil International Airport,Kiev,Ukraine,50.34500122,30.8946991,BKK,Suvarnabhumi Airport,Bangkok,Thailand,13.68109989,100.7470016
QSF,Ain Arnat Airport,Setif,Algeria,36.17810059,5.32449007,MRS,Marseille Provence Airport,Marseille,France,43.43927192,5.221424103
UKK,Ust-Kamennogorsk Airport,Ust Kamenogorsk,Kazakhstan,50.03659821,82.49420166,KGF,Sary-Arka Airport,Karaganda,Kazakhstan,49.67079926,73.33439636
CPH,Copenhagen Kastrup Airport,Copenhagen,Denmark,55.61790085,12.65600014,SIN,Singapore Changi Airport,Singapore,Singapore,1.35019,103.994003
PMF,Parma Airport,Parma,Italy,44.824501,10.2964,STN,London Stansted Airport,London,United Kingdom,51.88499832,0.234999999
HKG,Hong Kong International Airport,Hong Kong,Hong Kong,22.308901,113.915001,FCO,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,41.8002778,12.2388889
NCE,Nice-Côte d'Azur Airport,Nice,France,43.65840149,7.215869904,RIX,Riga International Airport,Riga,Latvia,56.92359924,23.97109985
MDC,Sam Ratulangi Airport,Manado,Indonesia,1.54926002,124.9260025,CGK,Soekarno-Hatta International Airport,Jakarta,Indonesia,-6.12556982,106.6559982
PVG,Shanghai Pudong International Airport,Shanghai,China,31.14340019,121.8050003,CTU,Chengdu Shuangliu International Airport,Chengdu,China,30.57850075,103.9469986
UKA,Ukunda Airstrip,Ukunda,Kenya,-4.29333,39.571098,WIL,Nairobi Wilson Airport,Nairobi,Kenya,-1.321720004,36.81480026
TUN,Tunis Carthage International Airport,Tunis,Tunisia,36.85100174,10.22719955,TOB,Gamal Abdel Nasser Airport,Tobruk,Libya,31.861,23.907
PAP,Toussaint Louverture International Airport,Port-au-prince,Haiti,18.57999992,-72.29250336,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,33.6367,-84.428101
PSA,Pisa International Airport,Pisa,Italy,43.683899,10.3927,FCO,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,41.8002778,12.2388889
ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,33.6367,-84.428101,BDL,Bradley International Airport,Windsor Locks,United States,41.93889999,-72.68319702
YXL,Sioux Lookout Airport,Sioux Lookout,Canada,50.11389923,-91.90529633,YHD,Dryden Regional Airport,Dryden,Canada,49.831699,-92.744202
SRQ,Sarasota Bradenton International Airport,Sarasota,United States,27.39539909,-82.55439758,CLT,Charlotte Douglas International Airport,Charlotte,United States,35.2140007,-80.94309998
SVO,Sheremetyevo International Airport,Moscow,Russia,55.972599,37.4146,IST,Istanbul Airport,Istanbul,Turkey,41.275278,28.751944
ACE,Lanzarote Airport,Arrecife,Spain,28.945499,-13.6052,LBA,Leeds Bradford Airport,Leeds,United Kingdom,53.86589813,-1.660570025
SGF,Springfield Branson National Airport,Springfield,United States,37.24570084,-93.38860321,DEN,Denver International Airport,Denver,United States,39.86169815,-104.6729965
LIL,Lille-Lesquin Airport,Lille,France,50.563332,3.086886,BCN,Barcelona International Airport,Barcelona,Spain,41.2971,2.07846
PEK,Beijing Capital International Airport,Beijing,China,40.08010101,116.5849991,ADD,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115
PVG,Shanghai Pudong International Airport,Shanghai,China,31.14340019,121.8050003,TPE,Taiwan Taoyuan International Airport,Taipei,Taiwan,25.0777,121.233002
KHI,Jinnah International Airport,Karachi,Pakistan,24.9065,67.160797,CMB,Bandaranaike International Colombo Airport,Colombo,Sri Lanka,7.180759907,79.88410187
VCS,Co Ong Airport,Conson,Vietnam,8.73183,106.633003,VCA,Can Tho International Airport,Can Tho,Vietnam,10.08510017,105.711998
BKK,Suvarnabhumi Airport,Bangkok,Thailand,13.68109989,100.7470016,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,52.308601,4.76389
SLC,Salt Lake City International Airport,Salt Lake City,United States,40.78839874,-111.9779968,PHX,Phoenix Sky Harbor International Airport,Phoenix,United States,33.43429947,-112.012001
PVG,Shanghai Pudong International Airport,Shanghai,China,31.14340019,121.8050003,XFN,Xiangyang Liuji Airport,Xiangfan,China,32.1506,112.291
BCN,Barcelona International Airport,Barcelona,Spain,41.2971,2.07846,MXP,Malpensa International Airport,Milano,Italy,45.6306,8.72811
MMK,Murmansk Airport,Murmansk,Russia,68.78170013,32.75080109,SVO,Sheremetyevo International Airport,Moscow,Russia,55.972599,37.4146
BOM,Chhatrapati Shivaji International Airport,Mumbai,India,19.08869934,72.86789703,AUH,Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates,24.43300056,54.65110016
PIR,Pierre Regional Airport,Pierre,United States,44.38270187,-100.2860031,HON,Huron Regional Airport,Huron,United States,44.3852005,-98.22850037
SJU,Luis Munoz Marin International Airport,San Juan,Puerto Rico,18.43939972,-66.00180054,DOM,Douglas-Charles Airport,Dominica,Dominica,15.547,-61.299999
MEX,Licenciado Benito Juarez International Airport,Mexico City,Mexico,19.4363,-99.072098,DTW,Detroit Metropolitan Wayne County Airport,Detroit,United States,42.21239853,-83.35340118
CGK,Soekarno-Hatta International Airport,Jakarta,Indonesia,-6.12556982,106.6559982,PDG,Minangkabau International Airport,Padang,Indonesia,-0.786917,100.280998
CDG,Charles de Gaulle International Airport,Paris,France,49.012798,2.55,DTW,Detroit Metropolitan Wayne County Airport,Detroit,United States,42.21239853,-83.35340118
LIF,Lifou Airport,Lifou,New Caledonia,-20.77479935,167.2400055,TGJ,Tiga Airport,Tiga,New Caledonia,-21.09609985,167.8040009
KRR,Krasnodar Pashkovsky International Airport,Krasnodar,Russia,45.03469849,39.17050171,FRU,Manas International Airport,Bishkek,Kyrgyzstan,43.06129837,74.4776001
KIV,Chişinău International Airport,Chisinau,Moldova,46.92770004,28.93099976,VIE,Vienna International Airport,Vienna,Austria,48.11029816,16.56970024
GAU,Lokpriya Gopinath Bordoloi International Airport,Guwahati,India,26.10610008,91.58589935,DIB,Dibrugarh Airport,Mohanbari,India,27.48390007,95.01689911
SVX,Koltsovo Airport,Yekaterinburg,Russia,56.74309921,60.80270004,KBP,Boryspil International Airport,Kiev,Ukraine,50.34500122,30.8946991
ICN,Incheon International Airport,Seoul,South Korea,37.46910095,126.4509964,NRT,Narita International Airport,Tokyo,Japan,35.76470184,140.3860016
CTU,Chengdu Shuangliu International Airport,Chengdu,China,30.57850075,103.9469986,LXA,Lhasa Gonggar Airport,Lhasa,China,29.29780006,90.91190338
SEA,Seattle Tacoma International Airport,Seattle,United States,47.449001,-122.308998,DEN,Denver International Airport,Denver,United States,39.86169815,-104.6729965
SVQ,Sevilla Airport,Sevilla,Spain,37.41799927,-5.893109798,MRS,Marseille Provence Airport,Marseille,France,43.43927192,5.221424103
AMM,Queen Alia International Airport,Amman,Jordan,31.72260094,35.99319839,KBP,Boryspil International Airport,Kiev,Ukraine,50.34500122,30.8946991
SFO,San Francisco International Airport,San Francisco,United States,37.61899948,-122.375,SYD,Sydney Kingsford Smith International Airport,Sydney,Australia,-33.94609833,151.177002
DME,Domodedovo International Airport,Moscow,Russia,55.40879822,37.90629959,TIV,Tivat Airport,Tivat,Montenegro,42.40470123,18.72330093
NAP,Naples International Airport,Naples,Italy,40.886002,14.2908,CDG,Charles de Gaulle International Airport,Paris,France,49.012798,2.55
NRT,Narita International Airport,Tokyo,Japan,35.76470184,140.3860016,BKI,Kota Kinabalu International Airport,Kota Kinabalu,Malaysia,5.937210083,116.0510025
HAU,Haugesund Airport,Haugesund,Norway,59.34529877,5.208360195,BGO,Bergen Airport Flesland,Bergen,Norway,60.29339981,5.218140125
THL,Tachileik Airport,Tachilek,Burma,20.48380089,99.93540192,HEH,Heho Airport,Heho,Burma,20.74699974,96.79199982
KMG,Kunming Changshui International Airport,Kunming,China,25.1019444,102.9291667,SHA,Shanghai Hongqiao International Airport,Shanghai,China,31.19790077,121.3359985
REC,Guararapes - Gilberto Freyre International Airport,Recife,Brazil,-8.126489639,-34.92359924,SSA,Deputado Luiz Eduardo Magalhães International Airport,Salvador,Brazil,-12.9086113,-38.32249832
POZ,Poznań-Ławica Airport,Poznan,Poland,52.42100143,16.82629967,STN,London Stansted Airport,London,United Kingdom,51.88499832,0.234999999
PIT,Pittsburgh International Airport,Pittsburgh,United States,40.49150085,-80.23290253,STL,St Louis Lambert International Airport,St. Louis,United States,38.748697,-90.370003
PVG,Shanghai Pudong International Airport,Shanghai,China,31.14340019,121.8050003,NGS,Nagasaki Airport,Nagasaki,Japan,32.91690063,129.9140015
SHJ,Sharjah International Airport,Sharjah,United Arab Emirates,25.32859993,55.51720047,CCJ,Calicut International Airport,Calicut,India,11.13679981,75.95529938
CNF,Tancredo Neves International Airport,Belo Horizonte,Brazil,-19.62444305,-43.9719429,SDU,Santos Dumont Airport,Rio De Janeiro,Brazil,-22.91049957,-43.1631012
HKT,Phuket International Airport,Phuket,Thailand,8.1132,98.316902,SIN,Singapore Changi Airport,Singapore,Singapore,1.35019,103.994003
DPS,Ngurah Rai (Bali) International Airport,Denpasar,Indonesia,-8.748169899,115.1669998,BTH,Hang Nadim International Airport,Batam,Indonesia,1.121029973,104.1190033
UFA,Ufa International Airport,Ufa,Russia,54.55749893,55.87440109,IST,Istanbul Airport,Istanbul,Turkey,41.275278,28.751944
FNA,Lungi International Airport,Freetown,Sierra Leone,8.61644,-13.1955,LHR,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
COK,Cochin International Airport,Kochi,India,10.152,76.401901,MAA,Chennai International Airport,Madras,India,12.99000549,80.16929626
CTU,Chengdu Shuangliu International Airport,Chengdu,China,30.57850075,103.9469986,XIY,Xi'an Xianyang International Airport,Xi'an,China,34.447102,108.751999
VIE,Vienna International Airport,Vienna,Austria,48.11029816,16.56970024,ESB,Esenboğa International Airport,Ankara,Turkey,40.12810135,32.99509811
LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,IND,Indianapolis International Airport,Indianapolis,United States,39.7173,-86.294403
YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,45.47060013,-73.74079895,YYT,St. John's International Airport,St. John's,Canada,47.61859894,-52.75189972
HER,Heraklion International Nikos Kazantzakis Airport,Heraklion,Greece,35.33969879,25.18029976,SXF,Berlin-Schönefeld Airport,Berlin,Germany,52.380001,13.5225
EMA,East Midlands Airport,East Midlands,United Kingdom,52.83110046,-1.328060031,LRH,La Rochelle-Île de Ré Airport,La Rochelle,France,46.17919922,-1.195279956
MEX,Licenciado Benito Juarez International Airport,Mexico City,Mexico,19.4363,-99.072098,MID,Licenciado Manuel Crescencio Rejon Int Airport,Merida,Mexico,20.93700027,-89.65769959
ORD,Chicago O'Hare International Airport,Chicago,United States,41.9786,-87.9048,DUS,Düsseldorf Airport,Duesseldorf,Germany,51.289501,6.76678
VCA,Can Tho International Airport,Can Tho,Vietnam,10.08510017,105.711998,VCS,Co Ong Airport,Conson,Vietnam,8.73183,106.633003
SOF,Sofia Airport,Sofia,Bulgaria,42.69669342,23.41143608,ATH,Eleftherios Venizelos International Airport,Athens,Greece,37.93640137,23.94449997
AGF,Agen-La Garenne Airport,Agen,France,44.17470169,0.590556026,ORY,Paris-Orly Airport,Paris,France,48.7233333,2.3794444
URC,Ürümqi Diwopu International Airport,Urumqi,China,43.90710068,87.47419739,OVB,Tolmachevo Airport,Novosibirsk,Russia,55.01259995,82.65070343
OTP,Henri Coandă International Airport,Bucharest,Romania,44.5711111,26.085,TXL,Berlin-Tegel Airport,Berlin,Germany,52.5597,13.2877
MFM,Macau International Airport,Macau,Macau,22.149599,113.592003,XMN,Xiamen Gaoqi International Airport,Xiamen,China,24.54400063,118.1279984
JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,BUR,Bob Hope Airport,Burbank,United States,34.20069885,-118.3590012
ISA,Mount Isa Airport,Mount Isa,Australia,-20.66390038,139.4889984,BQL,Boulia Airport,Boulia,Australia,-22.91329956,139.8999939
UET,Quetta International Airport,Quetta,Pakistan,30.25139999,66.93779755,MUX,Multan International Airport,Multan,Pakistan,30.20319939,71.4190979
HGU,Mount Hagen Kagamuga Airport,Mount Hagen,Papua New Guinea,-5.826789856,144.2960052,GKA,Goroka Airport,Goroka,Papua New Guinea,-6.081689835,145.3919983
CDG,Charles de Gaulle International Airport,Paris,France,49.012798,2.55,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015
CSX,Changsha Huanghua International Airport,Changcha,China,28.18919945,113.2200012,TSN,Tianjin Binhai International Airport,Tianjin,China,39.12440109,117.3460007
FCO,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,41.8002778,12.2388889,EZE,Ministro Pistarini International Airport,Buenos Aires,Argentina,-34.8222,-58.5358
CGB,Marechal Rondon Airport,Cuiaba,Brazil,-15.65289974,-56.11669922,BSB,Presidente Juscelino Kubistschek International Airport,Brasilia,Brazil,-15.86916733,-47.92083359
MGB,Mount Gambier Airport,Mount Gambier,Australia,-37.74560165,140.7850037,MEL,Melbourne International Airport,Melbourne,Australia,-37.673302,144.843002
HEL,Helsinki Vantaa Airport,Helsinki,Finland,60.31719971,24.9633007,LED,Pulkovo Airport,St. Petersburg,Russia,59.8003006,30.26250076
LHR,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,EDI,Edinburgh Airport,Edinburgh,United Kingdom,55.95000076,-3.372499943
DOH,Hamad International Airport,Doha,Qatar,25.273056,51.608056,MXP,Malpensa International Airport,Milano,Italy,45.6306,8.72811
BSB,Presidente Juscelino Kubistschek International Airport,Brasilia,Brazil,-15.86916733,-47.92083359,VCP,Viracopos International Airport,Campinas,Brazil,-23.00740051,-47.1344986
HER,Heraklion International Nikos Kazantzakis Airport,Heraklion,Greece,35.33969879,25.18029976,HAM,Hamburg Airport,Hamburg,Germany,53.63040161,9.988229752
DEN,Denver International Airport,Denver,United States,39.86169815,-104.6729965,EUG,Mahlon Sweet Field,Eugene,United States,44.12459946,-123.211998
CTA,Catania-Fontanarossa Airport,Catania,Italy,37.466801,15.0664,CDG,Charles de Gaulle International Airport,Paris,France,49.012798,2.55
PHX,Phoenix Sky Harbor International Airport,Phoenix,United States,33.43429947,-112.012001,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971
DUB,Dublin Airport,Dublin,Ireland,53.421299,-6.27007,MAD,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,40.471926,-3.56264
ATM,Altamira Airport,Altamira,Brazil,-3.253910065,-52.25400162,BEL,Val de Cans/Júlio Cezar Ribeiro International Airport,Belem,Brazil,-1.37925005,-48.47629929
IND,Indianapolis International Airport,Indianapolis,United States,39.7173,-86.294403,TPA,Tampa International Airport,Tampa,United States,27.97550011,-82.53320313
AMM,Queen Alia International Airport,Amman,Jordan,31.72260094,35.99319839,BAH,Bahrain International Airport,Bahrain,Bahrain,26.27079964,50.63359833
BNE,Brisbane International Airport,Brisbane,Australia,-27.38419914,153.1170044,HBA,Hobart International Airport,Hobart,Australia,-42.83610153,147.5099945
MAD,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,40.471926,-3.56264,GRX,Federico Garcia Lorca Airport,Granada,Spain,37.18870163,-3.777359962
CTU,Chengdu Shuangliu International Airport,Chengdu,China,30.57850075,103.9469986,WUX,Sunan Shuofang International Airport,Wuxi,China,31.49440002,120.4290009
YHZ,Halifax / Stanfield International Airport,Halifax,Canada,44.88079834,-63.50859833,ORD,Chicago O'Hare International Airport,Chicago,United States,41.9786,-87.9048
SHE,Taoxian Airport,Shenyang,China,41.63980103,123.4830017,CKG,Chongqing Jiangbei International Airport,Chongqing,China,29.71920013,106.6419983
TUS,Tucson International Airport,Tucson,United States,32.11610031,-110.9410019,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,33.6367,-84.428101
ASB,Ashgabat International Airport,Ashkhabad,Turkmenistan,37.986801,58.361,BHX,Birmingham International Airport,Birmingham,United Kingdom,52.45389938,-1.748029947
CSX,Changsha Huanghua International Airport,Changcha,China,28.18919945,113.2200012,SHE,Taoxian Airport,Shenyang,China,41.63980103,123.4830017
PUJ,Punta Cana International Airport,Punta Cana,Dominican Republic,18.56739998,-68.36340332,BOG,El Dorado International Airport,Bogota,Colombia,4.70159,-74.1469
SVG,Stavanger Airport Sola,Stavanger,Norway,58.87670135,5.63778019,ABZ,Aberdeen Dyce Airport,Aberdeen,United Kingdom,57.20190048,-2.197779894
GOJ,Nizhny Novgorod Strigino International Airport,Nizhniy Novgorod,Russia,56.23009872,43.7840004,DME,Domodedovo International Airport,Moscow,Russia,55.40879822,37.90629959
DEL,Indira Gandhi International Airport,Delhi,India,28.5665,77.103104,CCU,Netaji Subhash Chandra Bose International Airport,Kolkata,India,22.65469933,88.44670105
TUS,Tucson International Airport,Tucson,United States,32.11610031,-110.9410019,MSP,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,United States,44.882,-93.221802
ADL,Adelaide International Airport,Adelaide,Australia,-34.945,138.531006,SYD,Sydney Kingsford Smith International Airport,Sydney,Australia,-33.94609833,151.177002
DCA,Ronald Reagan Washington National Airport,Washington,United States,38.8521,-77.037697,SFO,San Francisco International Airport,San Francisco,United States,37.61899948,-122.375
KBL,Hamid Karzai International Airport,Kabul,Afghanistan,34.565899,69.212303,DEL,Indira Gandhi International Airport,Delhi,India,28.5665,77.103104
MRS,Marseille Provence Airport,Marseille,France,43.43927192,5.221424103,TLV,Ben Gurion International Airport,Tel-aviv,Israel,32.01139832,34.88669968
CUN,Cancún International Airport,Cancun,Mexico,21.03650093,-86.87709808,MTY,General Mariano Escobedo International Airport,Monterrey,Mexico,25.7784996,-100.1070023
ZRH,Zürich Airport,Zurich,Switzerland,47.464699,8.54917,BKK,Suvarnabhumi Airport,Bangkok,Thailand,13.68109989,100.7470016
MBL,Manistee Co Blacker Airport,Manistee,United States,44.2723999,-86.24690247,MDW,Chicago Midway International Airport,Chicago,United States,41.785999,-87.752403
IAD,Washington Dulles International Airport,Washington,United States,38.94449997,-77.45580292,SXM,Princess Juliana International Airport,Philipsburg,Netherlands Antilles,18.04100037,-63.10889816
LRS,Leros Airport,Leros,Greece,37.184898,26.800301,JKL,Kalymnos Airport,Kalymnos,Greece,36.9632988,26.94059944
ARN,Stockholm-Arlanda Airport,Stockholm,Sweden,59.65190125,17.91860008,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,52.308601,4.76389
LCY,London City Airport,London,United Kingdom,51.505299,0.055278,BLL,Billund Airport,Billund,Denmark,55.74029922,9.151780128
ORD,Chicago O'Hare International Airport,Chicago,United States,41.9786,-87.9048,ABQ,Albuquerque International Sunport,Albuquerque,United States,35.040199,-106.609001
MNL,Ninoy Aquino International Airport,Manila,Philippines,14.5086,121.019997,BCD,Bacolod-Silay Airport,Bacolod,Philippines,10.7764,123.014999
BOG,El Dorado International Airport,Bogota,Colombia,4.70159,-74.1469,UIB,El Caraño Airport,Quibdo,Colombia,5.69076,-76.6412
BRE,Bremen Airport,Bremen,Germany,53.04750061,8.786669731,NYO,Stockholm Skavsta Airport,Stockholm,Sweden,58.78860092,16.91220093
BSR,Basrah International Airport,Basrah,Iraq,30.54910088,47.66210175,SHJ,Sharjah International Airport,Sharjah,United Arab Emirates,25.32859993,55.51720047
DMM,King Fahd International Airport,Dammam,Saudi Arabia,26.47120094,49.79790115,LHE,Alama Iqbal International Airport,Lahore,Pakistan,31.52160072,74.4036026
SAW,Sabiha Gökçen International Airport,Istanbul,Turkey,40.89860153,29.30920029,MUC,Munich Airport,Munich,Germany,48.353802,11.7861
PUW,Pullman Moscow Regional Airport,Pullman,United States,46.7439,-117.110001,SEA,Seattle Tacoma International Airport,Seattle,United States,47.449001,-122.308998
KPO,Pohang Airport (G-815/K-3),Pohang,South Korea,35.987955,129.420383,CJU,Jeju International Airport,Cheju,South Korea,33.51129913,126.4929962
GVA,Geneva Cointrin International Airport,Geneva,Switzerland,46.23809814,6.108950138,BRU,Brussels Airport,Brussels,Belgium,50.90140152,4.48443985
KOJ,Kagoshima Airport,Kagoshima,Japan,31.80340004,130.7189941,NGO,Chubu Centrair International Airport,Nagoya,Japan,34.85839844,136.8049927
HKG,Hong Kong International Airport,Hong Kong,Hong Kong,22.308901,113.915001,HAK,Haikou Meilan International Airport,Haikou,China,19.93490028,110.4589996
CMH,John Glenn Columbus International Airport,Columbus,United States,39.998001,-82.891899,LGA,La Guardia Airport,New York,United States,40.77719879,-73.87259674
CSX,Changsha Huanghua International Airport,Changcha,China,28.18919945,113.2200012,CKG,Chongqing Jiangbei International Airport,Chongqing,China,29.71920013,106.6419983
TAM,General Francisco Javier Mina International Airport,Tampico,Mexico,22.29640007,-97.86589813,IAH,George Bush Intercontinental Houston Airport,Houston,United States,29.9843998,-95.34140015
URC,Ürümqi Diwopu International Airport,Urumqi,China,43.90710068,87.47419739,TYN,Taiyuan Wusu Airport,Taiyuan,China,37.74689865,112.6279984
LGW,London Gatwick Airport,London,United Kingdom,51.148102,-0.190278,MXP,Malpensa International Airport,Milano,Italy,45.6306,8.72811
YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,45.47060013,-73.74079895,HOG,Frank Pais International Airport,Holguin,Cuba,20.78560066,-76.31510162
RSW,Southwest Florida International Airport,Fort Myers,United States,26.53619957,-81.75520325,DTW,Detroit Metropolitan Wayne County Airport,Detroit,United States,42.21239853,-83.35340118
VTZ,Vishakhapatnam Airport,Vishakhapatnam,India,17.72120094,83.22450256,MAA,Chennai International Airport,Madras,India,12.99000549,80.16929626
SAN,San Diego International Airport,San Diego,United States,32.73360062,-117.1900024,HNL,Daniel K Inouye International Airport,Honolulu,United States,21.32062,-157.924228
HIA,Lianshui Airport,Huai An,China,33.79083333,119.125,HRB,Taiping Airport,Harbin,China,45.62340164,126.25
MEL,Melbourne International Airport,Melbourne,Australia,-37.673302,144.843002,PVG,Shanghai Pudong International Airport,Shanghai,China,31.14340019,121.8050003
CAN,Guangzhou Baiyun International Airport,Guangzhou,China,23.39240074,113.2990036,PVG,Shanghai Pudong International Airport,Shanghai,China,31.14340019,121.8050003
BLR,Kempegowda International Airport,Bangalore,India,13.1979,77.706299,NAG,Dr. Babasaheb Ambedkar International Airport,Nagpur,India,21.09219933,79.04720306
CVG,Cincinnati Northern Kentucky International Airport,Cincinnati,United States,39.04880142,-84.6678009,ORD,Chicago O'Hare International Airport,Chicago,United States,41.9786,-87.9048
EYW,Key West International Airport,Key West,United States,24.55610085,-81.75959778,MIA,Miami International Airport,Miami,United States,25.79319954,-80.29060364
SHE,Taoxian Airport,Shenyang,China,41.63980103,123.4830017,PEK,Beijing Capital International Airport,Beijing,China,40.08010101,116.5849991
CRL,Brussels South Charleroi Airport,Charleroi,Belgium,50.459202,4.45382,BUD,Budapest Liszt Ferenc International Airport,Budapest,Hungary,47.42976,19.261093
VGO,Vigo Airport,Vigo,Spain,42.23180008,-8.62677002,BCN,Barcelona International Airport,Barcelona,Spain,41.2971,2.07846
KRT,Khartoum International Airport,Khartoum,Sudan,15.58950043,32.55319977,DXB,Dubai International Airport,Dubai,United Arab Emirates,25.25279999,55.36439896
HNL,Daniel K Inouye International Airport,Honolulu,United States,21.32062,-157.924228,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971
OSL,Oslo Lufthavn,Oslo,Norway,60.121,11.0502,FCO,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,41.8002778,12.2388889
LHR,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,BIO,Bilbao Airport,Bilbao,Spain,43.30110168,-2.910609961
MAH,Menorca Airport,Menorca,Spain,39.86259842,4.218649864,LBA,Leeds Bradford Airport,Leeds,United Kingdom,53.86589813,-1.660570025
DUS,Düsseldorf Airport,Duesseldorf,Germany,51.289501,6.76678,HAM,Hamburg Airport,Hamburg,Germany,53.63040161,9.988229752
FRA,Frankfurt am Main Airport,Frankfurt,Germany,50.033333,8.570556,DUS,Düsseldorf Airport,Duesseldorf,Germany,51.289501,6.76678
DUB,Dublin Airport,Dublin,Ireland,53.421299,-6.27007,ORD,Chicago O'Hare International Airport,Chicago,United States,41.9786,-87.9048
BRU,Brussels Airport,Brussels,Belgium,50.90140152,4.48443985,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,38.7813,-9.13592
DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,32.896801,-97.038002,CUN,Cancún International Airport,Cancun,Mexico,21.03650093,-86.87709808
OKA,Naha Airport,Okinawa,Japan,26.19580078,127.6460037,KMJ,Kumamoto Airport,Kumamoto,Japan,32.83729935,130.8549957
CGK,Soekarno-Hatta International Airport,Jakarta,Indonesia,-6.12556982,106.6559982,NRT,Narita International Airport,Tokyo,Japan,35.76470184,140.3860016
SSA,Deputado Luiz Eduardo Magalhães International Airport,Salvador,Brazil,-12.9086113,-38.32249832,VIX,Eurico de Aguiar Salles Airport,Vitoria,Brazil,-20.258057,-40.286388
HAK,Haikou Meilan International Airport,Haikou,China,19.93490028,110.4589996,ZYI,Zunyi Xinzhou Airport,Zunyi,China,27.5895,107.0007
YCU,Yuncheng Guangong Airport,Yuncheng,China,35.116391,111.0313889,TAO,Liuting Airport,Qingdao,China,36.26610184,120.3740005
LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,IAH,George Bush Intercontinental Houston Airport,Houston,United States,29.9843998,-95.34140015
TRF,"Sandefjord Airport, Torp",Sandefjord,Norway,59.18669891,10.25860024,AGP,Málaga Airport,Malaga,Spain,36.67490005,-4.499110222
DME,Domodedovo International Airport,Moscow,Russia,55.40879822,37.90629959,PED,Pardubice Airport,Pardubice,Czech Republic,50.01340103,15.73859978
DYG,Dayong Airport,Dayong,China,29.1028,110.443001,NKG,Nanjing Lukou Airport,Nanjing,China,31.74200058,118.8619995
ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,33.6367,-84.428101,AVL,Asheville Regional Airport,Asheville,United States,35.43619919,-82.54180145
CTU,Chengdu Shuangliu International Airport,Chengdu,China,30.57850075,103.9469986,TPE,Taiwan Taoyuan International Airport,Taipei,Taiwan,25.0777,121.233002
YVP,Kuujjuaq Airport,Quujjuaq,Canada,58.09609985,-68.42690277,XGR,Kangiqsualujjuaq (Georges River) Airport,Kangiqsualujjuaq,Canada,58.71139908,-65.99279785
